Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
RESTAURANT CHEZ GUYONNE;Restaurant;Cuisine traditionnelle;;32 place Bilange;;49400;;;SAUMUR;49328;47.261231;-0.077124;Itinéraire de randonnée||||;;02 41 51 08 77;;contact@chezguyonne.fr;https://chezguyonne.fr/;;Facebook||https://www.facebook.com/chezguyonne/?ref=page_internal;;;;;;oui;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse,WiFi;90;2;90;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.261231, -0.077124;Maine-et-Loire
RESTAURANT CHEZ MARINETTE;Restaurant;Cuisine traditionnelle;;119 rue des Vallées;;53300;;;CHANTRIGNE;53055;48.4145501;-0.5698385;Route (nationale/départ.)||D33||0;;02 43 11 68 73;;;;;;;;;;;oui;;;Banquet,Plats à emporter,Séminaire,Traiteur,WiFi;50;2;;;0;;oui;oui;;70;non;27/12/2022||31/12/2023||Ouvert le vendredi et samedi soir sur réservation||||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||22:00||||||19:00||22:00||||||||;;;;Menu adulte du jour (midi en semaine)||13,50||14,50||;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.4145501, -0.5698385;Mayenne
RESTAURANT CREPERIE LE QUÉBREIZH;Restaurant;Crêperie;;7 rue Cacault;Place de la Gare;44190;;;CLISSON;44043;47.0860004;-1.2853891;Gare SNCF||||0;;02 40 57 71 43;;lequebreizh@gmail.com;;;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g1842343-d6985482-Reviews-Gare_Gam_elles-Clisson_Loire_Atlantique_Pays_de_la_Loire.html;;;Guide du Routard Pays de la Loire,Le petit futé;;;oui;;;Service en terrasse,WiFi;;2;;;;;;;;;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.0860004, -1.2853891;Loire-Atlantique
RESTAURANT DE L'AUBERGE DE LA FORET;Hôtel restaurant;Restaurant gastronomique - cuisine raffinée;;;33 La Maillardais;44130;;;LE GAVRE;44062;47.525944;-1.7675319;"Gare SNCF||Gare de Nantes||43,5 ; Route (nationale/départ.)||RN 137||19,5";;02.40.51.20.26;;reservation@auberge-delaforet.fr;http://www.auberge-delaforet.fr;;"Facebook||https://www.facebook.com/aubergedelaforet44130 ; Instagram||https://www.instagram.com/auberge_delaforet/?hl=fr";;;Guide du Routard Pays de la Loire,Le Routard Hôtels et Restos de France;Hôtel Cosy,Restaurant Gourmand;;oui;Dans la limite de propreté et de discrétion;Logis,Maitres Restaurateurs,Qualité Tourisme;Plats à emporter,Plats à emporter / Covid-19,Séminaire,Service en terrasse,WiFi;50;1;20;1;0;;non;non;2;12;oui;||||||||||||||||||||||||12:15||13:45||19:30||20:45||12:15||13:45||19:30||20:45||12:15||13:45||19:30||20:45||12:15||13:45||19:30||20:45||12:15||13:45||||;||02 40 51 20 26||reservation@auberge-delaforet.fr;;;"Plats à la carte||16,40||18,10||Plat / dessert ; Menu adulte du jour (midi en semaine)||33,50||||Plat / dessert ; Menu adulte soir et week-end||36,90||||plat/dessert 19 €;Entrée Plat  24 €;Entrée plat dessert  29.50 € ; Menu enfant||20,90||22,90||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces,Tickets Restaurant;47.525944, -1.7675319;Loire-Atlantique
RESTAURANT DE LA PLAGE DE MR HULOT;Hôtel restaurant;Cuisine traditionnelle;;37 rue du Commandant Charcot - Saint-Marc sur Mer;;44600;;;SAINT-NAZAIRE;44184;47.2382586;-2.279488;"Gare SNCF||||10 ; Transport en commun||Ligne U3 - Arrêt Saint-Marc mairie||0,23";;02 40 91 76 17;;contact@restaurant-plagehulot.com;www.restaurant-plagehulot.com;;Facebook||https://www.facebook.com/La-Plage-de-Monsieur-HULOT-1657765484498165/timeline?ref=page_internal;;;;;;oui;;;Banquet,Séminaire,Service en terrasse,WiFi;200;;100;;;;oui;oui;;100;oui;01/01/2023||31/12/2023||Ouvert du lundi au dimanche||Ouvert 7j/7||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||19:00||22:00||12:00||14:30||19:00||22:00;||02 40 91 76 17||contact@restaurant-plagehulot.com;;;"Menu adulte du jour (midi en semaine)||15,00||19,00|| ; Menu enfant||10,00|||| ; Menu adulte soir et week-end||17,00||35,00||";Cartes bancaires,Chèques Vacances,Tickets Restaurant;47.2382586, -2.279488;Loire-Atlantique
RESTAURANT DJÙRDJÙRA;Restaurant;Restauration rapide;;80 BIS RUE CARNOT;;72200;;;LA FLECHE;72154;47.6997912;-0.0785973;;;02 43 96 33 10;;ikououbel@gmail.com;;;Facebook||https://www.facebook.com/Djurdjura-547912492068644/;;;;;;non;;;Livraison à domicile / Covid-19,Plats à emporter,Service en terrasse,WiFi;25;1;30;;0;;;;;;oui;||||||||11:15||14:00||18:00||22:00||||||||||11:15||14:00||18:00||22:00||11:15||14:00||18:00||22:00||11:15||14:00||18:00||22:00||11:15||14:00||18:00||22:00||||||18:00||22:00;;;;"Menu adulte du jour (midi en semaine)||7,50|||| ; Plats à la carte||5,50||13,00||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.6997912, -0.0785973;Sarthe
RESTAURANT DU CASINO;Restaurant;Brasserie;;93 boulevard des Océanides;;44380;;;PORNICHET;44132;47.26851;-2.34931;;;02 40 61 05 48;;pmargana@partouche.com;http://www.casino-pornichet.partouche.com;;;;;;;;oui;;;;120;1;;;;;oui;oui;;50;;"01/01/2022||31/12/2022|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/01/2023||31/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.26851, -2.34931;Loire-Atlantique
RESTAURANT EL TAQUITO;Restaurant;Cuisine du Monde;;16 rue du Cornet;;72000;;;LE MANS;72181;48.0048476;0.19548829;;;02 43 24 97 92;;el.taquito@orange.fr;http://www.el-taquito-mexicain.com;;"Facebook||https://www.facebook.com/pages/El-Taquito/347360929729?fref=ts ; Tripadvisor||http://www.tripadvisor.fr/ShowUserReviews-g2199749-d3683737-r147818287-El_Taquito-Sarge_les_le_Mans_Le_Mans_Sarthe_Pays_de_la_Loire.html";;;;;;non;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse;42;2;18;;;;non;non;;;non;;;;;;Cartes bancaires,Espèces,Tickets Restaurant;48.0048476, 0.19548829;Sarthe
RESTAURANT FRANCESCA ANGERS;;;;5 Place Mondain Chalouineau;;49100;;;ANGERS;49007;47.47134;-0.55413;;;02 41 88 01 24;;salma@francesca.com;https://francesca.com/fr/restaurants/francesca-angers;;Facebook||https://www.facebook.com/FrancescaAngersFleurdEau;;;;;;;;;Service en terrasse;80;1;40;;;;;;;;;"01/06/2022||31/12/2022||||||09:30||20:00||||||09:30||20:00||||||09:30||20:00||||||09:30||20:00||||||09:30||20:00||||||09:30||20:00|||||||||||| ; 01/01/2023||31/12/2023||||||09:30||20:00||||||09:30||20:00||||||09:30||20:00||||||09:30||20:00||||||09:30||20:00||||||09:30||20:00||||||||||||";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.47134, -0.55413;Maine-et-Loire
RESTAURANT GRILL LA PIERRE CHAUDE;Restaurant;Cuisine traditionnelle;;41 avenue du Général de Gaulle;;49400;;;SAUMUR;49328;47.264663;-0.073189;Gare SNCF||||;;02 41 67 18 83;;;http://www.la-pierre-chaude.eatbu.com;;"Tripadvisor|| ; Facebook||https://www.facebook.com/Restaurant-la-pierre-chaude-107982560878525/ ; Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g187199-d3244787-Reviews-La_Pierre_Chaude-Saumur_Maine_et_Loire_Pays_de_la_Loire.html";;;;;;oui;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse;36;1;20;;;;oui;oui;;30;;;;;;"Menu adulte soir et week-end||||||servi uniquement le soir. ; Plats à la carte||||||menu ""Pierres chaudes"" ; Menu adulte du jour (midi en semaine)||||||menu du marché, uniquement servi le midi en semaine";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.264663, -0.073189;Maine-et-Loire
RESTAURANT GUINGUETTE AU FIL DE L'EAU;Restaurant;Guinguette;;Rue du Pont;;49640;;;MORANNES SUR SARTHE-DAUMERAY;49220;47.746044;-0.418152;"Autoroute||A11 Sortie n°11 : Durtal||15 ; Gare SNCF||Morannes||1 ; Halte fluviale||en face de la Guinguette||0";;02 41 36 86 72;;aufildeleau.morannes@live.fr;https://www.facebook.com/aufildeleau.morannes/;;Tripadvisor||;;;;;;oui;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse,Traiteur,WiFi;200;1;100;1;;;oui;oui;15;120;non;;||02 41 36 86 72||aufildeleau.morannes@live.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.746044, -0.418152;Maine-et-Loire
RESTAURANT JARDIN DE CHINE;Restaurant;Cuisine du Monde;;;Z.A Portes de l'Océane;72650;;;SAINT-SATURNIN;72320;48.0509028;0.17119263;;;02 43 28 68 85;;;;;"Google+||https://plus.google.com/110159749260580379639/about?gl=fr&hl=fr ; Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g1951314-d4282732-Reviews-Jardin_de_Chine-Saint_Saturnin_Puy_de_Dome_Auvergne.html";;;;;;;;;;180;;30;;;;;;;;;;HU||02.43.28.68.85||;;;;;48.0509028, 0.17119263;Sarthe
RESTAURANT KAREL-CITY;Restaurant;Cuisine traditionnelle;;6 rue de la Croix;;53120;;;CARELLES;53047;48.3826865;-0.904988;"Route (nationale/départ.)||D102||0 ; Gare SNCF||LAVAL||47,3 ; Gare routière||FOUGERES||25,7 ; Autoroute||A84||36,4";;02 43 05 32 95;;;;;;;;;;;oui;;;Plats à emporter;50;1;;;;;oui;oui;;50;non;01/01/2023||31/12/2023||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||||||||||||||;Isabelle Bruchet||02 43 05 32 95||;;;Menu adulte du jour (midi en semaine)||14,30||||;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;48.3826865, -0.904988;Mayenne
RESTAURANT L'AQUARELLE;Restaurant;Restaurant gastronomique - cuisine raffinée;;2, rue Félix Marchand;;53200;;;CHATEAU-GONTIER-SUR-MAYENNE;53062;47.8188333;-0.7009137;"Route (nationale/départ.)||N162||0,5 ; Autoroute||A81 sortie 3||35 ; Gare SNCF||Laval||33";;02 43 70 15 44;;emery.bruno@wanadoo.fr;http://www.restaurant-laquarelle.com/;;"Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g660202-d2250300-Reviews-L_Aquarelle-Chateau_Gontier_Mayenne_Pays_de_la_Loire.html ; Facebook||https://www.facebook.com/aquarellemayenne";;;Gault Millau,Guide du Routard Pays de la Loire,Le petit futé,Le Routard Hôtels et Restos de France,Michelin;;;oui;;Maitres Restaurateurs;Banquet,Séminaire,Service en terrasse;50;1;40;1;1;;oui;oui;15;75;oui;;Restaurant l'Aquarelle||02 43 70 15 44||contact@restaurant-laquarelle.com;;;||15,90||60,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.8188333, -0.7009137;Mayenne
RESTAURANT L'ATELIER DE LA PIZZA;Restaurant;Pizzeria;;50, rue Victor Hugo;Baugé;49150;;;BAUGE-EN-ANJOU;49018;47.5416775;-0.1042199;;;02 41 89 21 99;;anaisrousselet@laposte.net;http://www.lapizzaemporter.fr;;Facebook||https://www.facebook.com/La-pizza-%C3%A0-emporter-de-Baug%C3%A9-113054463892727;;;;;;non;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse,WiFi;10;1;15;;;;non;non;;10;oui;01/01/2023||31/12/2023||||||||||||||11:30||14:00||18:00||21:30||||||||||11:30||14:00||18:00||21:30||11:30||14:00||18:00||22:00||||||18:00||22:00||||||18:00||21:30;||02 41 89 21 99||;;;"Plats à la carte||4,50|||| ; Menu adulte du jour (midi en semaine)||7,50||||";Cartes bancaires,Espèces,Tickets Restaurant;47.5416775, -0.1042199;Maine-et-Loire
RESTAURANT L'AUBERGE ALVERNE;Restaurant;Cuisine traditionnelle;;6 Grande Rue;Place de l'Eglise;44520;;;GRAND-AUVERNE;44065;47.5912049;-1.3305786;;;02 40 28 98 31;;l-auberge-alverne@orange.fr;;;;;;;;;;;;Banquet;40;;;;;;;;;;oui;||||||Ouvert 7jours/7||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 28 98 31||;;;Menu adulte du jour (midi en semaine)||11,30||12,40||;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.5912049, -1.3305786;Loire-Atlantique
RESTAURANT L'AUTHENTIQUE;Restaurant;Restaurant gastronomique - cuisine raffinée;;48 rue du Général Leclerc;;49220;;;LE LION-D'ANGERS;49176;47.6274951;-0.7147692;;;02 41 27 32 46;;r.authentique@free.fr;;;Facebook||https://www.facebook.com/authentique.restaurant/?ref=br_rs;;;Michelin;;;non;;;Plats à emporter,Traiteur,WiFi;50;1;9;0;0;;oui;oui;10;50;oui;01/01/2023||31/12/2023||Ouvert du mardi au dimanche midi ainsi que les jeudi, vendredi et samedi soirs.||Pas de fermeture pour congés. Fermeture le lundi, mercredi et dimanche soir en semaine.||||||||||||||||||||||||||||||||||||||||||||||||||||||||;L'Authentique||02 41 27 32 46||r.authentique@free.fr;;;Plats à la carte||15,00||20,00||;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.6274951, -0.7147692;Maine-et-Loire
RESTAURANT L'ENTRE-POTES;Restaurant;Brasserie;;2ter rue de Nozay;;44130;;;BLAIN;44015;47.477397;-1.7607633;"Gare SNCF||Gare de Nantes||38 ; Route (nationale/départ.)||RN 137||13 ; Transport en commun||Lignes LILA 11 et 71, arrêt ""Pl Jollan""||0,4 ; Halte fluviale||Port de Blain||1";;02 40 79 83 05;;;;;;;;;;;;;;;;1;;;;;;;;;oui;"||||ouvert du lundi au vendredi, de 8 h à 19 h. Le samedi de 10 h à 14 h.||Fermé le dimanche|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; ||||||||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||10:00||||||14:00||||||||";||02 40 79 83 05||;;;;;47.477397, -1.7607633;Loire-Atlantique
RESTAURANT L'ESCALE;Restaurant;;;2 rue Colbert;;53100;;;MAYENNE;53147;48.3015454;-0.6094518;;;02 43 04 19 14;;;;;;;;;;;oui;;;;;;;;;;;;;;non;;;;;;;48.3015454, -0.6094518;Mayenne
RESTAURANT L'ESCALE DU MAROC;Restaurant;Cuisine du Monde;;59 Rue Waldeck Rousseau;;49400;;;SAUMUR;49328;47.263731;-0.071073;;;02 41 67 40 15;;;;;;;;;;;;;;Climatisation;40;1;;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.263731, -0.071073;Maine-et-Loire
RESTAURANT L'ESSENTIEL;Restaurant;Cuisine traditionnelle;;44 rue du commerce;SAINT-MACAIRE-EN-MAUGES;49450;;;SEVREMOINE;49301;47.1238255;-0.9938676;;;02 41 64 91 41;;contact@restaurant-l-essentiel.fr;contact@restaurant-l-essentiel.fr;;"Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g2275859-d19469498-Reviews-L_esSentiel-Saint_Macaire_en_Mauges_Sevremoine_Maine_et_Loire_Pays_de_la_Loire.html ; Facebook||https://www.facebook.com/lessentiel49450/";;;;;;;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse;60;3;16;;;;;;;;oui;02/01/2023||31/12/2023||||Fermé le lundi, mardi et mercredi soir||||||||||||||||||12:00||14:00||||||12:00||14:00||19:00||20:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||20:00;FONTENEAU Julien||06 32 05 07 54||;;;"Menu adulte du jour (midi en semaine)||15,50||21,00||Menu du marché le midi, hors week-end et jour férié, à partir de 17 €.
;""Composez votre Menu"", de 28 € à 50 €.
;Menu essentiel à 34 € ; Menu adulte soir et week-end||23,00||31,00||";Cartes bancaires,Espèces;47.1238255, -0.9938676;Maine-et-Loire
RESTAURANT L'OUDAYA DU MAROC;Restaurant;Cuisine du Monde;;185 boulevard Léon Séché;Ancenis;44150;;;ANCENIS-SAINT-GEREON;44003;47.3677638;-1.1754088;;;;;;;;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g1051955-d1337664-Reviews-Restaurant_Marocain_L_Oudaya-Ancenis_Loire_Atlantique_Pays_de_la_Loire.html;"<div id=""TA_selfserveprop820"" class=""TA_selfserveprop"">;<ul id=""U4u2YirS9bM"" class=""TA_links QfZXWG"">;<li id=""jxmBW2EjGP"" class=""6bc9USJGLCN3"">;<a target=""_blank"" href=""http://www.tripadvisor.fr/""><img src=""http://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""http://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=820&amp;locationId=1337664&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";;;;;;;;Plats à emporter,Plats à emporter / Covid-19;40;1;;;;;;;;;;||||Vente à emporter sur commande de 12 h à 14 h et de 18 h 30 à 19 h 30 7/7jrs||Fermé seulement en Aout le lundi, mardi et mercredi.||12:00||14:00||||||12:00||14:00||||||||||||||12:00||14:30||19:00||23:00||12:00||14:30||19:00||23:00||12:00||14:30||19:00||23:00||12:00||14:30||||;;;;;Cartes bancaires,Tickets Restaurant;47.3677638, -1.1754088;Loire-Atlantique
RESTAURANT LA BONNE PIOCHE;Restaurant;Cuisine traditionnelle;;21 Place de l'Église;;72340;;;MARCON;72183;47.71018;0.50989;;06 69 64 29 25;02 43 79 93 63;;brasserie.labonnepioche@gmail.com;;;"Facebook||https://www.facebook.com/brasserie.labonnepioche/ ; Instagram||https://www.instagram.com/brasserie.labonnepioche/?fbclid=IwAR3BILE3QTha0z99O0p38jaV06BhgG-wsvzSvposkkMXxUQaqbBCwQGx--A";;;;;;non;;;Plats à emporter,Service en terrasse,Traiteur,WiFi;40;1;12;;;;oui;oui;;15;non;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.71018, 0.50989;Sarthe
RESTAURANT LA BOURRINE;Hôtel restaurant;Cuisine traditionnelle;;5 chemin de la Culée;Bourgneuf-en-Retz;44580;;;VILLENEUVE-EN-RETZ;44021;47.0504924;-1.9659571;"Aéroport/aérodrome||Nantes Atlantique via D758||40 ; Autoroute||A11 péage vers Paris ||55 ; Autoroute||A83 péage vers La Roche sur Yon||40 ; Gare SNCF||Ligne 10 Ter train SNCF Nantes Pornic ||1,1 ; Gare routière||Ligne 13 Ter Bus SNCF Nantes Noirmoutier||2,2 ; Bord de mer||Port du Collet||3 ; Bord de mer||Pornic||14 ; Bord de mer||La Bernerie en Retz||11 ; Route (nationale/départ.)||D13 Route littoral||0,1";;02 40 21 40 69;02 40 21 97 28;la.bourrine@wanadoo.fr;www.restaurant-labourrine.com;;;;;Guide du Routard Pays de la Loire;2 cheminées,2 cocottes;;;;Logis;Climatisation,Service en terrasse;;;;;;;;;;;oui;;||02 40 21 40 69||la.bourrine@wanadoo.fr;non;Logis||||||01 45 84 83 84||;;Cartes bancaires;47.0504924, -1.9659571;Loire-Atlantique
RESTAURANT LA CASCADE;Restaurant;Restaurant gastronomique - cuisine raffinée;;26 route de Gervaux;;44190;;;CLISSON;44043;47.0935533;-1.2840988;"Aéroport/aérodrome||Nantes Atlantique||30 ; Gare SNCF||Clisson||1";;02 40 54 02 41;;resa@la-cascade.net;http://www.la-cascade.net/;;;;;Guide du Routard Pays de la Loire,Le petit futé,Les Tables de Nantes;;;non;;Maitres Restaurateurs;Séminaire,Service en terrasse,WiFi;60;1;82;;;;oui;oui;;60;oui;||||ouvert tous les jours, midi et soir||Fermé pour congés annuels du 19 décembre à début février||||||||||||||||||||||||||||||||||||||||||||||||||||||||;LA CASCADE||02 40 54 02 41||resa@la-cascade.net;oui;||https://bookings.zenchef.com/results?rid=357453&pid=1001||||||;;Cartes bancaires,Chèques Vacances,Chèques Vacances Connect,Espèces,Tickets Restaurant;47.0935533, -1.2840988;Loire-Atlantique
RESTAURANT LA CAVE GOURMANDE;Restaurant;Cuisine traditionnelle;;Rue Filée;;44140;;;AIGREFEUILLE-SUR-MAINE;44002;47.0817078;-1.4107464;;;02 40 13 01 42;;lacavegourmande44@orange.fr;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;47.0817078, -1.4107464;Loire-Atlantique
RESTAURANT LA CLE DES CHAMPS;Restaurant;Cuisine traditionnelle;;2 route de St Calais;;72470;;;CHAMPAGNE;72054;48.0086115;0.32237149;Route (nationale/départ.)||D357||0;;02 43 89 50 06;;lacledeschamps6@orange.fr;https://www.lacledeschamps-champagne.fr/;;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g5009556-d1333511-Reviews-La_Cle_des_Champs-Champagne_Sarthe_Pays_de_la_Loire.html;;;;;;oui;;;Banquet,Climatisation,Plats à emporter / Covid-19,Séminaire;250;5;;;3;;oui;oui;25;150;;;||02 43 89 50 06||;;;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;48.0086115, 0.32237149;Sarthe
RESTAURANT LA CROISETTE;Restaurant;Cuisine traditionnelle;;10 place de la Motte;;44110;;;CHATEAUBRIANT;44036;47.7183249;-1.3793178;;;02 44 05 53 19;;lacroisette.cem@gmail.com;;;;;;;;;oui;;;Banquet,Séminaire,Service en terrasse,WiFi;52;1;30;1;;;oui;oui;;30;oui;||||ouvert tous les jours sauf mercredi soir et dimanche soir||fermé mercredi soir et dimanche soir||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 44 05 53 19||;;;Menu adulte du jour (midi en semaine)||11,00||26,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.7183249, -1.3793178;Loire-Atlantique
RESTAURANT LA CROIX MORZEL;Hôtel restaurant;Bistrot / bar à vin;;57, rue de la Gare;;44360;;;CORDEMAIS;44045;47.3027793;-1.8448798;;;02 40 57 86 59;;cafecroixmorzel@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;||||Du lundi au vendredi: 7h/15h et 17h/20h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.3027793, -1.8448798;Loire-Atlantique
RESTAURANT LA FLEUR DE LYS;Restaurant;Cuisine traditionnelle;;Route nationale 162;Saint-Martin-du-Bois;49500;;;SEGRÉ-EN-ANJOU BLEU;49331;47.7068217;-0.7092132;;;09 88 28 16 68;;dentiersandrine@hotmail.fr;;;Facebook||https://www.facebook.com/AnjoulaFleurdeLys/;;;;;;oui;;;Banquet,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;70;1;0;0;0;;oui;oui;10;60;oui;01/01/2023||31/12/2023||Ouvert du lundi au vendredi midi. Sur réservation à partir de 20 personnes le soir.||Fermé le weekend (uniquement pour des groupes sur réservations).||11:30||14:30||||||11:30||14:30||||||11:30||14:30||||||11:30||14:30||||||11:30||14:30||||||||||||||||||||;Restaurant la Fleur de Lys||09 88 28 16 68||dentiersandrine@hotmail.fr;;;Menu adulte du jour (midi en semaine)||13,20||13,20||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.7068217, -0.7092132;Maine-et-Loire
RESTAURANT LA MÉE DÉLICE;Restaurant;Cuisine traditionnelle;;12 Rue des Vauzelles;;44110;;;CHATEAUBRIANT;44036;47.71267;-1.37525;;;02 40 28 26 93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.71267, -1.37525;Loire-Atlantique
RESTAURANT LA PLANCHA GOURMANDE;Restaurant;Cuisine traditionnelle;;93 Grande Rue;;72000;;;LE MANS;72181;48.0073952;0.19570799;Transport en commun||Bus / Tram (Place de l'Eperon)||0,7;;02 43 80 74 67;;nico.laplancha@gmail.com;https://www.l-p-g.fr;;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g2199749-d4294503-Reviews-La_Plancha_Gourmande-Sarge_les_le_Mans_Le_Mans_Sarthe_Pays_de_la_Loire.html;;;Guide du Routard Pays de la Loire,Le petit futé;;;oui;;;Banquet,Service en terrasse;28;1;12;;;;oui;oui;;28;;||||||dimanche soir - mercredi toutes la journée et jeudi midi ||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques Vacances,Tickets Restaurant;48.0073952, 0.19570799;Sarthe
RESTAURANT LA SAVEUR;Restaurant;Cuisine traditionnelle;;4 place de l'Eglise;;53300;;;OISSEAU;53170;48.3572644;-0.6699543;"Route (nationale/départ.)||D132||0,055 ; Autoroute||A81||34,3 ; Gare SNCF||LAVAL||37,9 ; Gare routière||LAVAL||37,9";06 65 17 26 59;09 86 27 90 65;;;;;Facebook||https://www.facebook.com/restaurantlasaveur;;;;;;oui;;;Banquet,Bon cadeau,Plats à emporter,Service en terrasse,Traiteur,WiFi;48;3;14;;;;oui;oui;;40;oui;;Mme LOUVEAU||09 86 27 90 65||;;;"Menu adulte du jour (midi en semaine)||10,20||13,20|| ; Menu enfant||8,00||||";Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;48.3572644, -0.6699543;Mayenne
